url,name,MaSanPham,author,NXB,NgayPhatHanh,kichthuoc,sotrang,gioithieu,giatien
http://nhanam.com.vn/sach/47728/loi-cua-nietzsche-cho-nguoi-tre---tap-2,Lời của Nietzsche cho người trẻ - Tập 2,8935235238695,Shiratori Haruhiko,Thế Giới,Ngày phát hành: 08-09-2023,Kích thước: 14.5x20.5 cm,Số trang: 276,"Trong làng triết học phương Tây, Nietzsche có lẽ là một trường hợp hiếm hoi không khiến cho người ta phải sợ hãi [vì trừu tượng] hay ngao ngán [vì kinh viện]. Cũng vậy ở Việt Nam, kể từ khi các tác phẩm của Nietzsche lần đầu xuất hiện, biết bao nhiêu thế hệ trẻ đã đọc và yêu mến ông, mang theo tư tưởng mãnh liệt và hân hoan của ông trong hành trang của đời mình, cùng với những tình yêu, hoài bão và đổ vỡ.",108.000đ
http://nhanam.com.vn/sach/47701/infinite-dendrogram-5---nhung-nguoi-ket-noi-c,Infinite Dendrogram 5 - Những người kết nối các khả năng,8935235238602,Kaidou Sakon,Hà Nội,Ngày phát hành: 06-09-2023,Kích thước: 13x18 cm,Số trang: 248,Vua Phá Hoại xông trận.,115.000đ
http://nhanam.com.vn/sach/47726/dam-bi-ghet,Dám bị ghét,8935235239159,Kishimi Ichiro và Koga Fumitake,Dân Trí,Ngày phát hành: 08-09-2023,Kích thước: 14 x 20.5cm,Số trang: 333,Các mối quan hệ xã hội thật ,119.000đ
http://nhanam.com.vn/sach/47710/bac-si-jekyll-va-ong-hyde,Bác sĩ Jekyll và ông Hyde,8935235238398,Robert Louis Balfour Stevenson,Hội nhà văn,Ngày phát hành: 25-08-2023,Kích thước: 14 x 20.5cm,Số trang: 160,,62.000đ
http://nhanam.com.vn/sach/47736/romeo-va-juliet,Romeo và Juliet,8935235238428,William Shakespeare,Hội nhà văn,Ngày phát hành: 19-09-2023,Kích thước: 14 x 20.5cm,Số trang: 160,"“Ngày xưa, ở thành Verona tươi đẹp,",58.000đ
http://nhanam.com.vn/sach/47737/phuong-trinh-mau-nhiem,Phương trình mầu nhiệm,8935235239203,Hal Elrod,Thông Tấn,Ngày phát hành: 19-09-2023,Kích thước: 14 x 20.5cm,Số trang: 371,"Thẳm sâu bên trong, chúng ta biết rằng bản thân mình không có giới hạn. Nhưng bộ não của chính chúng ta và thế giới xung quanh giam hãm chúng ta, để rồi chúng ta cứ mãi nhỏ bé hơn tầm vóc đáng có. Xung đột này dẫn đến nỗi bất hạnh, sự lo lắng đi đôi với cảm giác thường trực rằng thế giới ngoài kia có một thứ khác, cao xa hơn, dành cho mình. ",169.000đ
http://nhanam.com.vn/sach/47731/noi-niem-cua-tham-tu-galileo,Nỗi niềm của thám tử Galileo,8938235239258,Higashino Keigo,Hà Nội,Ngày phát hành: 11-09-2023,Kích thước: 14x20.5 cm,Số trang: 336,Tôi không tha thứ cho kẻ lấy khoa học làm công cụ giết người. Tuyệt đối không!,146.000đ
http://nhanam.com.vn/sach/47702/chuyen-tinh-hai-lang-man-khong-the-che-vao-da,Chuyện tình hài lãng mạn không thể chê vào đâu 2,8935235238572,Daisuke Suzuki,Hà Nội,Ngày phát hành: 06-09-2023,Kích thước: 13x18 cm,Số trang: 216,"Kanaruzawa Sekai chết đi, thế giới được tái lập, và câu chuyện lại một lần nữa bắt đầu khi Sekai chuyển đến trường cấp ba nơi Kirishima Yuuki đang theo học. ",118.000đ
http://nhanam.com.vn/sach/46711/giac-mo-tien-tri,Giấc mơ tiên tri,8935235238459,Higashino Keigo,Hà Nội,Ngày phát hành: 07-08-2023,Kích thước: 14 x 20.5cm,Số trang: 245,"Đêm khuya, một gã đàn ông lẻn vào phòng của thiếu nữ mười sáu tuổi. Người mẹ phát hiện và nổ súng. Khi bị bắt, gã đàn ông khai hắn đã mơ thấy mình trở thành chồng thiếu nữ này từ mười bảy năm về trước, bằng chứng là bài văn mô tả cô gái do hắn viết từ thời tiểu học. Lẽ nào người trong mơ lại xuất hiện ngoài đời thực? Đó chỉ là sự trùng hợp quá đỗi ngẫu nhiên, hay thực sự tồn tại giấc mơ tiên tri?",118.000đ
http://nhanam.com.vn/sach/47707/cuoc-doi-va-so-phan,Cuộc đời và số phận,8935235238282,Vasily Semyonovich Grossman,Hội nhà văn,Ngày phát hành: 06-09-2023,Kích thước: 17x25 cm,Số trang: 826,"Xoay quanh trận Stalingrad, trận chiến mang tính bước ngoặt trong Thế chiến Hai, Cuộc đời và Số phận muốn nắm bắt tinh thần của một thời đại bão tố mà nước Nga trải qua. Đó là một bức tranh mênh mông với đông đảo các nhân vật thuộc đủ mọi tầng lớp khiến sự chân thực của bức tranh ấy không chỉ đến những sự kiện lớn lao, những anh hùng thời đại quyết định vận mệnh của một dân tộc, mà còn đến từ những tình cảm, suy nghĩ nhỏ nhặt, những bi kịch tinh thần của mỗi cá nhân. ",460.000đ
http://nhanam.com.vn/sach/46704/jane-eyre,Jane Eyre,8935235238411,Charlotte Bronte,Văn học,Ngày phát hành: 31-07-2023,Kích thước: 15x24 cm,Số trang: 540,"“Nhà văn đã cầm lấy tay chúng ta, dắt chúng ta đi theo con đường của bà, bắt chúng ta phải nhìn thấy những gì bà thấy, không bao giờ rời chúng ta nửa bước hay cho phép chúng ta quên mất sự hiện diện của bà. Cuối cùng, chúng ta càng lúc càng đắm chìm trong tài năng, sự mãnh liệt, sự phẫn nộ của Charlotte Brontë.”",179.000đ
http://nhanam.com.vn/sach/44716/lang-nghe-gio-hat,Lắng nghe gió hát,8935235238114,Haruki Murakami,Hội nhà văn,Ngày phát hành: 09-06-2023,Kích thước: 14 x 20.5cm,Số trang: 192,"Mười tám ngày của mùa hè năm hai mươi tuổi, đối với “tôi” là một kỳ nghỉ hè không sự kiện. Bất chấp những tối uống tràn ở quán Jay’s Bar cùng cậu bạn mang tên Chuột hay mối quen tình cờ với cô gái ở cửa hàng đĩa hát, thành phố quê hương ven biển mùa hè chỉ còn là gió trong “tôi”. Những chuyện kể về gió, tiếng gió hát bên bờ biển, và cảm giác tuổi thanh xuân trôi qua như gió. Mười tám ngày ấy đã gói ghém cả quá khứ, hiện tại, tương lai cùng với hoang mang, mất mát và cô đơn…",88.000đ
http://nhanam.com.vn/sach/44717/nang-tho-may-tinh-linh-hariko-no-otome,Nàng Thợ may Tinh linh (Hariko no Otome),8935235237551,Zeroki,Hà Nội,Ngày phát hành: 15-06-2023,Kích thước: 13x18 cm,Số trang: 304, ,138.000đ
http://nhanam.com.vn/sach/44724/vuon-tran-trui,Vượn trần trụi,8935235238091,Desmond Morris,Hội nhà văn,Ngày phát hành: 15-06-2023,Kích thước: 14 x 20.5cm,Số trang: 400,CUỐN SÁCH MÀ KHÔNG CON VẬT NGƯỜI NÀO DÁM BỎ QUA.,138.000đ
http://nhanam.com.vn/sach/44718/faust---johann-wolfgang-von-goethe,Faust - Johann WolfGang Von Goethe,8935235238046,Johann Wolfgang von Goethe,Văn học,Ngày phát hành: 09-06-2023,Kích thước: 15x24 cm,Số trang: 604,"Trong đêm tối nghìn năm Trung cổ, nhân loại dần tỉnh giấc, dấn bước kiếm tìm giá trị bản thân và nhận thức thế giới. Trên chặng đường đó, đã sinh ra Faust - một nhân vật có thật, được huyền thoại hóa nhiều vào bậc nhất lịch sử thế giới, cả trong văn học dân gian lẫn văn học bác học, với đỉnh cao của mọi đỉnh cao là Faust của ",200.000đ
http://nhanam.com.vn/sach/46705/la-thu-he,Lá thư hè,8935235238404,Alphonse Daudet,Văn học,Ngày phát hành: 31-07-2023,Kích thước: 14 x 20.5cm,Số trang: 167,Chính ,52.000đ
